q1_len,q2_len,q1_words,q2_words,common_words,total_words,words_share,token_set,token_sort,partial_token_set,partial_token_sort
70,62,10,9,3,19,0.16,59,58,100,58
56,22,9,3,2,11,0.18,71,54,100,68
18,19,3,3,2,6,0.33,88,86,100,91
36,16,4,3,0,7,0.0,27,27,31,31
44,37,6,5,2,10,0.2,65,52,100,54
45,43,6,6,4,12,0.33,87,84,100,81
77,76,12,12,10,22,0.45,96,92,100,96
40,47,4,5,3,9,0.33,90,90,100,80
18,20,3,3,2,6,0.33,84,63,100,80
16,33,2,4,1,5,0.2,61,41,100,62
23,23,4,4,4,8,0.5,100,100,100,100
16,53,4,8,0,12,0.0,26,26,31,31
37,30,5,4,2,9,0.22,78,63,100,70
37,47,6,7,3,13,0.23,68,57,100,59
23,26,4,4,0,8,0.0,41,41,43,43
48,37,5,7,1,12,0.08,47,47,100,54
36,22,5,4,3,9,0.33,87,69,100,73
22,13,4,2,2,6,0.33,100,74,100,100
17,22,4,5,2,9,0.22,77,62,100,71
31,29,5,5,4,10,0.4,84,77,100,83
32,23,3,2,2,5,0.4,100,84,100,100
19,22,3,3,2,6,0.33,64,63,100,63
28,25,4,4,3,8,0.38,89,87,100,80
36,43,6,6,4,12,0.33,88,71,100,59
102,79,13,11,2,22,0.09,42,42,100,42
42,79,6,11,5,17,0.29,92,69,100,62
28,36,5,6,2,11,0.18,69,62,100,74
20,36,3,4,1,7,0.14,52,46,100,55
33,42,5,5,3,10,0.3,82,67,100,61
14,38,2,6,0,8,0.0,19,19,36,36
31,42,4,5,2,9,0.22,71,71,100,74
22,17,4,3,3,7,0.43,100,87,100,76
164,84,20,11,3,30,0.1,54,44,100,55
69,26,9,3,1,12,0.08,44,40,100,62
71,145,12,19,5,22,0.23,78,58,100,72
15,11,3,2,2,5,0.4,100,85,100,100
16,25,3,4,1,7,0.14,40,34,100,44
36,32,5,4,3,8,0.38,98,91,100,84
40,25,7,4,2,11,0.18,65,55,100,52
15,10,3,2,1,5,0.2,57,56,100,60
64,30,8,5,0,13,0.0,32,32,40,40
21,15,3,3,1,6,0.17,50,39,100,57
43,49,6,7,4,13,0.31,75,72,100,80
24,16,4,3,1,7,0.14,80,80,100,81
21,33,3,4,2,7,0.29,83,56,100,83
26,22,4,3,2,6,0.33,75,58,100,64
20,19,4,4,2,8,0.25,46,41,100,47
31,25,6,4,2,10,0.2,54,54,100,62
20,26,2,3,0,5,0.0,65,65,70,70
89,38,11,6,2,15,0.13,47,39,100,42
18,17,2,2,1,4,0.25,86,86,100,82
36,41,5,8,0,13,0.0,26,26,31,31
19,20,4,4,3,8,0.38,97,97,100,100
18,17,4,4,3,8,0.38,86,69,100,65
30,25,5,5,4,10,0.4,91,76,100,74
85,41,12,7,3,19,0.16,51,33,100,54
29,19,4,3,3,7,0.43,100,79,100,84
58,46,7,8,1,12,0.08,39,44,100,47
17,17,3,3,3,6,0.5,100,100,100,100
82,107,10,16,3,26,0.12,36,40,100,48
32,22,5,3,3,8,0.38,100,81,100,77
33,26,6,5,5,11,0.45,100,88,100,73
33,33,4,7,2,10,0.2,70,64,100,64
48,30,7,5,2,8,0.25,76,64,100,80
66,57,9,8,1,17,0.06,52,47,100,47
18,17,3,3,2,6,0.33,97,97,100,100
11,27,2,4,2,6,0.33,100,58,100,100
25,70,4,9,0,12,0.0,18,17,36,36
59,41,8,6,4,14,0.29,86,76,100,73
21,17,3,3,2,6,0.33,87,74,100,76
26,25,4,4,2,8,0.25,67,67,100,64
60,83,9,10,0,19,0.0,22,22,25,25
16,29,2,4,2,6,0.33,100,71,100,100
40,19,5,3,3,7,0.43,100,64,100,89
30,43,5,6,2,11,0.18,57,52,100,60
67,69,9,10,3,18,0.17,60,57,100,60
23,17,4,3,1,7,0.14,50,55,100,67
38,14,7,3,2,10,0.2,73,42,100,57
46,48,6,7,3,13,0.23,67,64,100,68
20,36,3,6,3,9,0.33,100,71,100,75
60,32,8,5,4,11,0.36,93,67,100,81
44,24,6,3,2,9,0.22,74,41,100,58
43,21,7,4,3,11,0.27,86,56,100,86
81,46,10,7,4,17,0.24,76,61,100,67
16,16,3,3,3,6,0.5,100,100,100,100
23,31,4,5,2,9,0.22,74,74,100,87
39,38,6,6,3,12,0.25,62,52,100,53
57,87,10,14,5,21,0.24,70,58,100,63
53,14,7,2,1,9,0.11,67,39,100,64
37,45,5,6,1,11,0.09,56,49,100,61
26,44,4,6,3,10,0.3,76,54,100,50
42,23,7,3,2,10,0.2,69,37,100,52
17,24,2,3,2,5,0.4,100,83,100,100
175,113,27,16,1,38,0.03,51,47,100,47
18,18,3,3,3,6,0.5,100,100,100,100
56,80,10,13,5,23,0.22,71,71,100,73
41,31,5,4,3,9,0.33,89,75,100,87
16,25,3,5,2,8,0.25,81,73,100,81
15,19,2,3,2,5,0.4,100,88,100,73
21,32,3,5,2,8,0.25,73,57,100,71
25,26,4,4,3,8,0.38,98,98,100,96
27,33,4,5,3,9,0.33,85,73,100,81
40,46,5,7,2,11,0.18,52,51,100,55
48,35,7,5,4,12,0.33,81,58,100,66
65,83,11,11,3,22,0.14,54,51,100,55
27,44,5,8,3,12,0.25,74,59,100,67
24,27,4,3,2,7,0.29,63,55,100,64
12,20,1,2,1,3,0.33,100,75,100,100
20,19,3,3,1,6,0.17,42,41,100,55
26,17,3,2,2,5,0.4,100,79,100,82
15,9,2,1,0,3,0.0,67,67,89,89
33,88,5,16,0,20,0.0,21,20,33,33
45,30,7,6,2,13,0.15,64,64,100,53
61,22,7,3,1,10,0.1,43,29,100,55
33,46,5,7,1,12,0.08,38,35,100,39
43,32,6,5,3,11,0.27,72,56,100,72
92,28,16,4,0,20,0.0,13,13,31,31
27,27,4,4,4,8,0.5,100,100,100,100
17,17,3,3,3,6,0.5,100,100,100,100
37,26,5,4,2,9,0.22,70,57,100,64
43,71,7,11,1,17,0.06,46,44,100,49
39,37,5,5,3,8,0.38,86,84,100,81
14,16,2,3,1,5,0.2,60,33,100,36
54,62,8,10,4,18,0.22,63,53,100,50
45,40,7,6,3,13,0.23,55,47,100,50
96,39,14,6,0,19,0.0,28,27,33,33
22,16,3,3,1,6,0.17,53,53,100,50
52,40,7,5,3,12,0.25,79,70,100,72
48,68,7,11,4,17,0.24,77,71,100,69
33,34,5,6,4,11,0.36,82,75,100,76
16,61,3,10,3,13,0.23,100,42,100,56
28,28,3,3,3,6,0.5,100,100,100,100
22,34,3,5,1,8,0.12,79,79,100,73
40,26,5,3,1,8,0.12,58,58,100,65
17,7,3,2,1,5,0.2,50,42,100,57
22,49,4,8,4,12,0.33,100,62,100,77
24,30,4,5,3,9,0.33,80,74,100,67
22,20,4,3,2,7,0.29,81,76,100,80
15,37,3,7,1,10,0.1,54,50,100,73
12,7,2,2,1,4,0.25,44,21,100,44
35,64,5,9,3,14,0.21,65,53,100,60
40,60,7,8,2,15,0.13,52,50,100,60
27,27,6,6,2,9,0.22,57,59,100,63
56,52,7,7,4,14,0.29,76,76,100,82
25,27,3,3,2,6,0.33,92,92,100,88
51,58,7,8,4,15,0.27,72,61,100,55
57,54,7,7,5,12,0.42,90,83,100,85
36,39,5,5,4,10,0.4,96,85,100,94
34,21,4,3,1,7,0.14,62,55,100,48
23,13,4,2,2,6,0.33,100,72,100,62
26,23,5,4,0,9,0.0,65,65,67,67
43,37,7,5,4,12,0.33,90,80,100,70
79,34,11,5,0,16,0.0,23,23,35,35
52,23,8,4,4,12,0.33,100,61,100,74
35,37,5,7,2,11,0.18,48,44,100,48
12,22,2,3,1,5,0.2,59,59,100,91
33,44,5,6,2,11,0.18,70,68,100,66
34,32,6,5,3,11,0.27,76,76,100,69
11,7,3,2,1,5,0.2,44,22,100,29
29,28,5,4,0,9,0.0,32,32,32,32
59,58,6,6,5,12,0.42,91,82,100,81
9,16,2,3,2,5,0.4,100,72,100,100
34,23,5,4,3,9,0.33,90,67,100,62
45,40,6,6,3,12,0.25,67,59,100,55
39,48,6,7,0,13,0.0,23,23,32,32
17,42,3,6,2,9,0.22,83,51,100,71
33,46,3,5,2,8,0.25,84,66,100,79
43,49,6,7,6,13,0.46,100,93,100,86
78,55,13,8,0,21,0.0,29,29,28,28
25,33,4,6,2,10,0.2,69,69,100,65
16,24,3,4,3,7,0.43,100,80,100,100
41,24,6,4,4,10,0.4,100,74,100,67
12,7,2,1,1,3,0.33,100,74,100,100
31,33,4,4,3,8,0.38,91,88,100,84
45,45,8,8,5,16,0.31,82,80,100,80
31,29,4,4,3,8,0.38,93,87,100,83
23,20,3,3,1,6,0.17,62,60,100,60
30,86,4,12,0,16,0.0,24,24,37,37
19,12,3,2,2,5,0.4,100,77,100,75
18,15,3,2,0,5,0.0,42,42,47,47
27,23,5,5,3,10,0.3,82,64,100,70
70,19,7,3,0,8,0.0,36,27,63,63
35,33,5,5,3,10,0.3,60,59,100,52
31,24,4,3,2,7,0.29,83,73,100,71
21,25,3,4,3,7,0.43,100,91,100,81
24,16,4,3,3,7,0.43,100,80,100,81
53,58,6,8,0,14,0.0,43,43,51,51
36,55,6,9,0,14,0.0,26,29,36,39
29,57,5,8,1,13,0.08,56,56,100,76
34,39,5,5,4,10,0.4,87,71,100,62
22,9,3,2,2,5,0.4,100,58,100,100
31,39,4,5,4,9,0.44,100,89,100,87
16,16,3,3,3,6,0.5,100,100,100,100
17,24,2,3,1,5,0.2,58,54,100,67
98,57,11,8,3,14,0.21,74,59,100,70
18,106,4,19,3,21,0.14,80,26,100,50
26,30,4,5,2,9,0.22,75,75,100,77
23,30,4,5,2,9,0.22,76,64,100,61
14,27,2,4,2,6,0.33,100,68,100,100
10,11,2,2,1,4,0.25,95,95,100,90
42,41,6,6,5,12,0.42,92,84,100,83
21,20,3,3,2,6,0.33,75,59,100,55
22,21,3,3,2,6,0.33,98,98,100,95
19,16,3,3,2,6,0.33,81,63,100,50
32,24,6,4,1,10,0.1,36,36,100,43
77,59,11,8,4,19,0.21,72,57,100,66
75,82,11,12,0,23,0.0,29,29,30,30
17,40,2,6,2,8,0.25,100,60,100,71
21,25,4,5,3,9,0.33,87,87,100,76
25,17,5,3,2,8,0.25,74,52,100,65
40,61,7,9,2,16,0.12,57,57,100,60
26,26,4,4,2,8,0.25,58,38,100,41
30,22,4,3,2,7,0.29,85,85,100,77
51,30,7,4,0,11,0.0,37,37,40,40
28,36,5,5,3,10,0.3,81,72,100,71
35,31,4,4,3,8,0.38,91,88,100,81
41,64,7,9,4,16,0.25,81,69,100,61
32,44,5,6,3,11,0.27,75,63,100,56
67,26,11,4,3,14,0.21,92,54,100,65
72,54,8,7,4,15,0.27,68,52,100,61
28,157,4,20,2,23,0.09,56,29,100,57
93,134,11,19,2,29,0.07,43,36,100,41
60,34,8,4,1,11,0.09,47,60,100,74
29,10,4,3,1,7,0.14,57,36,100,70
8,14,2,3,2,5,0.4,100,73,100,100
58,54,10,8,4,18,0.22,66,59,100,63
18,20,3,4,2,7,0.29,71,53,100,61
24,22,4,4,2,8,0.25,96,96,100,95
60,104,7,12,6,18,0.33,90,72,100,78
77,61,10,8,2,18,0.11,48,49,100,56
50,52,6,6,5,12,0.42,94,86,100,84
74,75,11,10,0,21,0.0,38,38,37,37
25,27,4,4,0,8,0.0,19,19,25,25
20,25,3,4,2,7,0.29,82,62,100,82
50,42,6,5,3,10,0.3,81,91,100,86
77,64,14,11,4,23,0.17,47,43,100,43
17,28,3,4,2,7,0.29,74,62,100,76
58,54,6,5,3,11,0.27,86,86,100,81
37,32,6,4,3,10,0.3,79,70,100,64
49,56,8,9,7,17,0.41,93,82,100,86
27,28,4,5,1,8,0.12,52,40,100,45
28,28,4,4,4,8,0.5,100,100,100,100
9,16,2,3,2,5,0.4,100,72,100,78
24,19,4,3,2,7,0.29,77,70,100,63
20,21,3,3,2,6,0.33,98,98,100,100
28,31,5,5,2,9,0.22,65,64,100,57
36,37,4,4,3,8,0.38,88,88,100,93
44,30,7,5,5,12,0.42,100,81,100,87
29,29,5,5,4,10,0.4,91,86,100,86
19,41,3,7,2,10,0.2,77,53,100,63
110,110,16,16,15,30,0.5,100,100,100,100
16,22,2,3,0,5,0.0,74,74,88,88
58,34,7,6,1,13,0.08,48,48,100,47
31,108,5,16,2,20,0.1,52,24,100,48
47,107,8,17,0,24,0.0,26,25,38,37
27,28,4,4,3,8,0.38,65,47,100,50
51,38,9,9,3,16,0.19,55,43,100,47
39,24,6,3,2,9,0.22,74,51,100,71
39,23,5,4,3,9,0.33,85,55,100,57
15,15,3,3,3,6,0.5,100,100,100,100
29,30,5,5,3,10,0.3,74,68,100,69
28,21,3,3,2,6,0.33,86,82,100,86
28,39,4,7,2,11,0.18,63,63,100,57
19,22,3,3,2,6,0.33,93,93,100,95
46,40,6,6,5,12,0.42,96,86,100,78
62,63,9,9,3,17,0.18,57,54,100,54
19,20,3,3,2,6,0.33,97,97,100,95
13,17,2,2,1,4,0.25,87,87,100,77
45,23,6,4,2,10,0.2,76,56,100,74
22,38,3,5,3,8,0.38,100,73,100,100
64,50,9,7,2,16,0.12,54,51,100,61
50,51,7,8,2,14,0.14,62,55,100,57
29,29,3,3,3,6,0.5,100,100,100,100
56,36,7,4,2,11,0.18,71,52,100,64
17,13,3,3,1,6,0.17,80,80,100,92
30,28,5,4,3,9,0.33,83,69,100,71
13,19,2,3,2,5,0.4,100,81,100,100
3,3,1,1,1,2,0.5,100,100,100,100
17,17,3,3,3,6,0.5,100,100,100,100
60,37,8,5,4,13,0.31,90,76,100,65
36,16,6,2,1,8,0.12,55,46,100,62
27,27,4,4,4,8,0.5,100,100,100,100
31,13,4,2,1,6,0.17,63,50,100,62
32,39,4,5,4,9,0.44,100,90,100,78
90,96,13,13,10,22,0.45,97,91,100,88
78,45,13,7,3,20,0.15,62,62,100,62
16,17,3,3,2,6,0.33,97,97,100,94
24,39,4,5,0,9,0.0,25,25,33,33
44,37,6,5,3,10,0.3,86,52,100,52
15,142,3,19,1,21,0.05,42,19,100,67
105,109,15,15,12,26,0.46,96,92,100,91
11,19,2,3,2,5,0.4,100,73,100,73
43,39,6,5,3,9,0.33,88,78,100,82
57,110,8,18,2,24,0.08,39,37,100,46
18,31,3,6,0,9,0.0,24,24,37,37
13,13,2,2,2,4,0.5,100,100,100,100
21,20,3,3,2,6,0.33,75,59,100,55
51,16,7,2,0,9,0.0,33,33,69,69
39,48,6,8,4,12,0.33,84,76,100,69
45,23,6,3,3,9,0.33,100,68,100,74
16,24,2,3,2,5,0.4,100,80,100,69
24,26,4,4,2,8,0.25,76,76,100,71
34,31,3,3,2,6,0.33,92,92,100,97
49,46,7,6,4,13,0.31,79,63,100,67
24,30,3,4,3,7,0.43,100,89,100,75
32,41,5,6,4,11,0.36,88,88,100,97
19,25,3,3,2,6,0.33,81,68,100,74
19,51,3,8,2,10,0.2,77,43,100,63
26,26,4,4,3,8,0.38,89,81,100,81
24,35,4,6,0,10,0.0,31,31,38,38
32,12,5,2,0,7,0.0,14,14,25,25
24,26,4,4,3,8,0.38,88,68,100,71
12,18,2,3,2,5,0.4,100,80,100,100
69,78,9,13,6,20,0.3,72,67,100,70
61,44,9,7,6,16,0.38,89,67,100,80
22,31,3,5,3,8,0.38,100,83,100,82
37,66,5,9,2,14,0.14,65,60,100,65
39,40,5,6,3,11,0.27,76,76,100,74
22,13,5,3,3,8,0.38,100,74,100,77
60,55,7,7,5,12,0.42,94,87,100,95
33,48,5,8,3,13,0.23,73,59,100,52
26,23,4,4,2,8,0.25,69,65,100,57
20,37,3,6,1,8,0.12,57,46,100,65
19,20,3,3,1,6,0.17,62,62,100,63
14,14,3,3,3,6,0.5,100,100,100,100
27,92,4,13,1,16,0.06,50,35,100,59
23,17,4,3,2,7,0.29,85,80,100,94
39,15,6,3,2,9,0.22,85,56,100,60
46,55,6,8,3,14,0.21,63,48,100,53
51,34,7,5,3,11,0.27,79,73,100,68
55,55,8,8,8,16,0.5,100,100,100,100
45,47,6,6,4,12,0.33,98,98,100,96
32,30,3,3,2,6,0.33,91,84,100,80
18,23,3,4,3,7,0.43,100,88,100,83
19,14,3,3,2,6,0.33,78,67,100,50
19,27,4,5,4,9,0.44,100,83,100,100
30,24,4,3,3,7,0.43,100,89,100,79
39,75,5,9,5,14,0.36,100,68,100,85
30,20,4,3,2,5,0.4,100,80,100,100
97,97,14,14,11,25,0.44,96,93,100,93
23,59,3,10,2,11,0.18,65,41,100,61
33,39,4,5,3,9,0.33,86,78,100,89
31,42,5,6,5,11,0.45,100,85,100,65
45,43,8,8,7,16,0.44,95,89,100,88
98,108,13,13,2,26,0.08,50,50,100,52
51,52,6,7,5,13,0.38,88,78,100,76
38,28,5,4,4,9,0.44,100,85,100,100
88,68,12,11,7,22,0.32,79,60,100,60
22,25,3,3,0,6,0.0,55,55,59,59
16,43,3,8,3,11,0.27,100,54,100,88
59,54,8,8,5,16,0.31,85,81,100,79
33,33,5,6,3,11,0.27,68,61,100,61
36,17,5,3,2,7,0.29,100,45,100,83
70,20,9,3,3,10,0.3,100,44,100,75
33,42,6,6,4,12,0.33,84,72,100,76
28,31,5,6,4,11,0.36,88,81,100,89
24,23,5,4,3,9,0.33,79,72,100,74
34,31,5,6,2,11,0.18,65,65,100,68
31,29,4,4,3,8,0.38,88,77,100,72
17,22,2,3,2,5,0.4,100,87,100,76
29,35,5,5,4,10,0.4,91,75,100,72
104,32,12,5,2,16,0.12,61,38,100,47
49,36,7,7,3,14,0.21,69,52,100,59
28,21,5,3,2,8,0.25,76,61,100,71
27,35,4,5,2,9,0.22,65,65,100,80
15,24,3,5,3,7,0.43,100,77,100,73
67,64,9,8,4,16,0.25,66,60,100,61
28,58,3,8,0,11,0.0,23,23,32,32
20,21,3,3,2,6,0.33,93,93,100,90
59,62,7,7,0,14,0.0,15,15,19,19
39,25,4,3,1,7,0.14,59,59,100,81
67,64,8,8,6,14,0.43,93,87,100,94
63,56,11,8,0,19,0.0,12,12,23,23
38,22,6,3,2,8,0.25,81,57,100,64
20,58,4,8,0,12,0.0,26,26,40,40
25,26,4,4,1,8,0.12,44,51,100,53
14,18,2,3,2,5,0.4,100,88,100,100
66,18,8,5,0,11,0.0,22,19,36,33
25,33,3,5,2,8,0.25,72,59,100,77
54,4,10,1,0,11,0.0,7,7,25,25
57,38,9,6,3,15,0.2,64,53,100,50
28,53,4,7,3,11,0.27,88,69,100,71
13,18,3,3,2,5,0.4,100,52,100,54
33,31,5,5,1,10,0.1,56,56,100,58
54,33,8,6,3,14,0.21,53,51,100,58
27,23,5,4,1,9,0.11,48,48,100,48
21,39,3,5,0,8,0.0,33,33,33,33
30,44,4,6,3,9,0.33,85,70,100,70
33,33,5,5,5,10,0.5,100,100,100,100
19,25,4,5,2,9,0.22,64,41,100,58
19,40,3,5,1,8,0.12,42,37,100,47
62,27,9,4,2,13,0.15,65,45,100,70
21,18,3,3,1,6,0.17,56,56,100,61
21,24,4,4,2,8,0.25,80,71,100,76
17,25,2,3,2,5,0.4,100,81,100,100
19,18,2,2,1,4,0.25,97,97,100,100
25,31,3,5,0,7,0.0,40,54,45,61
72,66,10,9,7,15,0.47,100,96,100,100
47,37,8,6,4,12,0.33,74,62,100,57
52,45,8,7,3,15,0.2,58,47,100,53
31,27,6,5,4,11,0.36,88,72,100,68
52,28,6,3,0,9,0.0,25,25,38,38
30,37,4,5,4,9,0.44,100,90,100,87
31,48,4,5,0,9,0.0,18,18,29,29
44,37,7,6,3,13,0.23,69,64,100,68
34,172,4,23,1,27,0.04,45,25,100,53
21,19,3,3,2,6,0.33,77,70,100,76
14,30,2,5,2,7,0.29,100,64,100,100
34,41,5,6,4,11,0.36,87,75,100,68
31,29,4,4,2,8,0.25,67,67,100,62
12,20,2,3,2,5,0.4,100,75,100,100
28,37,4,5,3,9,0.33,86,80,100,82
23,15,4,3,3,7,0.43,100,79,100,100
49,116,7,15,1,19,0.05,47,35,100,45
19,19,3,3,3,6,0.5,100,100,100,100
43,40,6,6,0,12,0.0,31,31,35,35
34,12,5,2,0,7,0.0,22,22,50,50
23,25,3,3,1,6,0.17,62,62,100,65
37,27,5,3,2,8,0.25,88,84,100,100
43,17,7,3,3,9,0.33,100,57,100,82
18,34,4,5,3,9,0.33,80,58,100,78
49,49,6,6,5,12,0.42,89,80,100,80
22,36,4,5,2,9,0.22,58,45,100,63
22,22,3,3,3,6,0.5,100,100,100,100
13,14,3,3,2,6,0.33,96,96,100,92
23,26,4,4,3,8,0.38,86,65,100,70
22,21,3,3,2,6,0.33,84,70,100,71
80,64,11,9,6,17,0.35,86,76,100,78
83,39,10,5,2,15,0.13,63,56,100,77
17,36,3,6,3,8,0.38,100,64,100,82
135,49,17,8,4,23,0.17,75,43,100,49
33,38,5,7,2,12,0.17,56,56,100,67
101,105,14,17,1,28,0.04,40,43,100,45
48,37,6,5,1,11,0.09,49,49,100,51
45,13,8,3,2,11,0.18,92,45,100,77
21,21,3,3,3,6,0.5,100,100,100,100
28,28,5,5,5,10,0.5,100,100,100,100
31,28,4,4,0,8,0.0,14,14,18,18
79,82,12,11,4,21,0.19,57,55,100,59
115,47,18,7,2,20,0.1,55,43,100,45
61,79,10,11,1,19,0.05,48,46,100,49
18,31,4,6,4,9,0.44,100,73,100,83
58,42,9,7,3,16,0.19,58,58,100,71
26,41,4,6,2,10,0.2,72,72,100,77
22,37,4,7,3,11,0.27,84,54,100,73
25,31,5,6,5,11,0.45,100,89,100,96
56,33,6,4,0,10,0.0,29,29,39,39
32,20,6,3,2,8,0.25,75,50,100,65
32,120,5,19,3,18,0.17,84,37,100,66
20,16,3,2,2,5,0.4,100,89,100,100
70,37,9,5,3,14,0.21,84,60,100,70
52,116,6,18,0,20,0.0,35,31,42,40
21,17,4,3,2,7,0.29,74,53,100,59
12,14,2,2,1,4,0.25,69,69,100,67
31,15,5,2,2,7,0.29,100,65,100,80
29,28,5,6,3,11,0.27,60,42,100,39
46,39,7,6,6,13,0.46,100,92,100,100
27,23,3,3,1,6,0.17,76,76,100,83
46,62,6,11,0,17,0.0,17,17,28,28
58,46,9,7,3,13,0.23,69,56,100,61
66,64,8,8,7,16,0.44,98,98,100,97
32,42,4,5,3,9,0.33,90,76,100,88
59,56,7,7,6,14,0.43,91,87,100,88
7,18,1,3,0,4,0.0,48,48,86,86
13,19,2,3,2,5,0.4,100,81,100,100
26,27,3,3,2,6,0.33,98,98,100,100
22,30,3,4,2,7,0.29,87,77,100,68
22,41,4,6,2,9,0.22,74,60,100,77
27,31,4,5,4,9,0.44,100,93,100,100
88,54,11,8,5,18,0.28,88,55,100,64
19,20,3,3,1,6,0.17,72,72,100,74
25,23,3,3,2,6,0.33,83,83,100,83
22,26,4,4,1,8,0.12,62,50,100,55
33,13,4,2,1,6,0.17,70,39,100,77
24,56,5,10,1,15,0.07,40,32,100,46
19,23,3,4,3,7,0.43,100,90,100,100
21,13,4,3,2,7,0.29,82,71,100,85
25,48,4,7,1,11,0.09,41,38,100,52
41,30,6,5,4,11,0.36,93,79,100,73
19,49,3,7,2,10,0.2,73,47,100,53
16,61,3,10,2,13,0.15,81,36,100,50
30,38,5,7,3,12,0.25,70,68,100,75
18,17,3,2,1,5,0.2,91,91,100,97
35,31,6,6,3,12,0.25,73,67,100,71
62,37,8,6,2,14,0.14,53,53,100,56
95,57,15,8,1,22,0.05,27,32,100,37
76,92,10,14,2,22,0.09,51,50,100,53
20,20,4,4,4,8,0.5,100,100,100,100
42,28,8,6,3,14,0.21,60,60,100,50
33,83,4,10,3,14,0.21,86,47,100,76
26,27,4,5,2,9,0.22,75,75,100,83
55,41,8,7,7,15,0.47,100,85,100,66
26,68,4,11,2,15,0.13,51,32,100,35
41,26,5,3,3,7,0.43,100,78,100,100
34,25,6,4,2,10,0.2,57,51,100,60
44,39,6,6,3,12,0.25,61,48,100,53
22,27,3,4,1,7,0.14,69,69,100,73
25,21,4,3,0,7,0.0,52,52,57,57
39,34,6,5,3,11,0.27,74,74,100,84
58,37,9,6,3,15,0.2,63,59,100,65
49,49,7,7,4,14,0.29,71,63,100,63
25,16,4,3,3,7,0.43,100,78,100,100
32,34,6,6,4,12,0.33,75,67,100,69
26,26,4,4,2,8,0.25,81,81,100,81
14,28,2,4,1,6,0.17,67,48,100,71
3,3,1,1,1,2,0.5,100,100,100,100
52,35,9,6,3,15,0.2,63,46,100,57
50,151,6,23,1,27,0.04,40,41,100,52
24,16,4,3,1,7,0.14,55,55,100,56
27,16,4,3,1,7,0.14,65,65,100,81
48,24,7,4,1,11,0.09,33,39,100,38
55,78,7,10,5,17,0.29,83,72,100,67
9,32,2,4,0,5,0.0,17,34,75,67
68,76,12,13,8,23,0.35,88,72,100,74
44,32,7,4,0,11,0.0,37,37,33,33
60,93,8,12,2,17,0.12,49,46,100,52
95,121,13,19,4,30,0.13,49,45,100,47
62,48,8,6,0,14,0.0,35,35,43,43
61,4,10,1,1,10,0.1,100,12,100,100
55,57,7,7,5,12,0.42,92,91,100,94
56,33,6,3,2,9,0.22,84,63,100,85
28,84,4,10,0,14,0.0,25,25,43,43
17,21,3,4,2,7,0.29,89,89,100,94
46,46,6,6,6,12,0.5,100,100,100,100
26,22,4,3,2,7,0.29,88,88,100,98
22,34,4,6,1,10,0.1,50,50,100,55
25,53,5,9,2,11,0.18,66,54,100,64
81,40,12,6,3,17,0.18,62,45,100,57
39,29,6,5,3,11,0.27,79,71,100,69
29,55,6,7,2,13,0.15,65,52,100,66
75,29,10,4,2,14,0.14,59,33,100,62
83,136,11,18,2,28,0.07,38,35,100,45
20,16,2,2,0,4,0.0,33,33,55,55
22,25,3,4,2,7,0.29,74,72,100,68
47,22,8,4,2,12,0.17,53,41,100,59
50,31,8,5,4,12,0.33,100,67,100,68
57,59,6,8,2,14,0.14,57,57,100,58
101,79,15,11,1,26,0.04,40,39,100,41
27,21,5,4,3,9,0.33,83,62,100,75
51,63,7,10,2,16,0.12,56,58,100,61
19,15,3,2,0,5,0.0,29,29,33,33
34,22,5,3,0,8,0.0,32,32,44,44
30,60,4,9,0,13,0.0,20,20,27,27
21,21,4,4,3,8,0.38,90,90,100,90
27,89,4,15,0,18,0.0,27,26,41,41
68,48,11,8,6,19,0.32,83,60,100,67
23,23,4,4,4,8,0.5,100,100,100,100
29,31,5,6,4,11,0.36,79,73,100,76
48,28,11,6,6,16,0.38,100,74,100,79
26,16,3,2,0,5,0.0,48,48,56,56
51,50,8,8,1,16,0.06,50,50,100,51
20,35,4,6,3,10,0.3,79,62,100,50
40,39,6,5,0,11,0.0,28,28,33,33
36,66,5,10,2,15,0.13,55,47,100,64
27,11,4,2,2,6,0.33,100,58,100,100
13,21,2,3,2,5,0.4,100,76,100,85
35,22,6,4,3,10,0.3,84,74,100,73
45,43,6,6,5,12,0.42,92,89,100,88
30,21,4,3,2,7,0.29,80,59,100,52
51,50,7,6,2,12,0.17,67,67,100,70
9,3,2,1,1,3,0.33,100,50,100,100
22,78,4,13,1,16,0.06,62,40,100,73
14,14,2,2,2,4,0.5,100,100,100,100
26,31,4,5,3,9,0.33,89,77,100,85
17,25,2,3,2,5,0.4,100,81,100,100
73,48,14,9,3,17,0.18,59,50,100,41
60,33,9,6,4,15,0.27,78,49,100,61
32,49,4,5,2,9,0.22,64,44,100,53
35,36,4,5,2,9,0.22,70,70,100,81
35,35,5,5,5,10,0.5,100,100,100,100
60,63,7,8,5,15,0.33,80,76,100,73
37,24,5,3,2,8,0.25,80,79,100,83
48,36,7,6,3,13,0.23,74,60,100,56
16,11,3,2,2,5,0.4,100,81,100,73
27,37,4,5,2,9,0.22,80,69,100,72
24,35,3,4,2,7,0.29,80,54,100,67
25,38,4,5,3,9,0.33,89,76,100,88
26,24,5,5,4,10,0.4,91,80,100,75
52,55,8,8,4,16,0.25,75,71,100,71
27,24,5,4,3,9,0.33,75,67,100,71
62,67,8,9,6,17,0.35,86,79,100,82
